dataset,n_trees,model,perf_measure,perf_value_mean,perf_value_std,Conf_Matrix
horse_colic.csv,30,base,auc,0.7676112836438923,0.07852769952361013,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,30,base,f1,0.7812038549211089,0.06755297246984134,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,30,wagging,acc,0.8235735735735735,0.08995373954896163,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,30,wagging,auc,0.8043219461697723,0.09237289063737497,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,30,wagging,f1,0.8218821826486924,0.08790575918521733,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,AdaBoost,acc,0.7960960960960961,0.06709992770634028,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,AdaBoost,auc,0.7752299331103679,0.07135945281466625,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,AdaBoost,f1,0.7936179375963462,0.06674344919563963,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,Grouped_Mixed_Bagging,acc,0.8319069069069069,0.08945419136436789,"[array([[ 9,  5],
       [ 2, 21]]), array([[11,  3],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 6, 17]]), array([[11,  3],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 2, 21]]), array([[10,  3],
       [ 0, 23]])]"
horse_colic.csv,40,Grouped_Mixed_Bagging,auc,0.8142369405956362,0.08489227551569352,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[11,  3],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 5, 18]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 4, 20]]), array([[11,  2],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,Grouped_Mixed_Bagging,f1,0.8348080462132448,0.07212290798110285,"[array([[10,  4],
       [ 1, 22]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 1, 22]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 0, 23]]), array([[ 8,  6],
       [ 4, 19]]), array([[12,  1],
       [ 2, 22]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 0, 23]])]"
horse_colic.csv,40,Incremental_Mixed_Bagging,acc,0.837012012012012,0.07737262636163313,"[array([[ 9,  5],
       [ 1, 22]]), array([[10,  4],
       [ 1, 22]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 0, 23]]), array([[ 9,  5],
       [ 4, 19]]), array([[12,  1],
       [ 1, 23]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 2, 21]])]"
horse_colic.csv,40,Incremental_Mixed_Bagging,auc,0.8115324892498806,0.08385227984767658,"[array([[ 9,  5],
       [ 2, 21]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 2, 21]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[12,  1],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,Incremental_Mixed_Bagging,f1,0.8299501833459786,0.0779674853192259,"[array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  2],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 8,  6],
       [ 5, 18]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,base,acc,0.7828828828828829,0.0654075838561537,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,base,auc,0.7676112836438923,0.07852769952361013,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,base,f1,0.7812038549211089,0.06755297246984134,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,40,wagging,acc,0.8235735735735735,0.08995373954896163,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,wagging,auc,0.8043219461697723,0.09237289063737497,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,40,wagging,f1,0.8218821826486924,0.08790575918521733,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,AdaBoost,acc,0.7960960960960961,0.06709992770634028,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,AdaBoost,auc,0.7752299331103679,0.07135945281466625,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,AdaBoost,f1,0.7936179375963462,0.06674344919563963,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,Grouped_Mixed_Bagging,acc,0.8319069069069069,0.08945419136436789,"[array([[ 9,  5],
       [ 2, 21]]), array([[11,  3],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 6, 17]]), array([[11,  3],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 2, 21]]), array([[10,  3],
       [ 0, 23]])]"
horse_colic.csv,50,Grouped_Mixed_Bagging,auc,0.8142369405956362,0.08489227551569352,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[11,  3],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 5, 18]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 4, 20]]), array([[11,  2],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,Grouped_Mixed_Bagging,f1,0.8348080462132448,0.07212290798110285,"[array([[10,  4],
       [ 1, 22]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 1, 22]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 0, 23]]), array([[ 8,  6],
       [ 4, 19]]), array([[12,  1],
       [ 2, 22]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 0, 23]])]"
horse_colic.csv,50,Incremental_Mixed_Bagging,acc,0.837012012012012,0.07737262636163313,"[array([[ 9,  5],
       [ 1, 22]]), array([[10,  4],
       [ 1, 22]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 0, 23]]), array([[ 9,  5],
       [ 4, 19]]), array([[12,  1],
       [ 1, 23]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 2, 21]])]"
horse_colic.csv,50,Incremental_Mixed_Bagging,auc,0.8115324892498806,0.08385227984767658,"[array([[ 9,  5],
       [ 2, 21]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 2, 21]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[12,  1],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,Incremental_Mixed_Bagging,f1,0.8299501833459786,0.0779674853192259,"[array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  2],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 8,  6],
       [ 5, 18]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,base,acc,0.7828828828828829,0.0654075838561537,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,base,auc,0.7676112836438923,0.07852769952361013,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,base,f1,0.7812038549211089,0.06755297246984134,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,50,wagging,acc,0.8235735735735735,0.08995373954896163,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,wagging,auc,0.8043219461697723,0.09237289063737497,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,50,wagging,f1,0.8218821826486924,0.08790575918521733,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,AdaBoost,acc,0.7960960960960961,0.06709992770634028,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,AdaBoost,auc,0.7752299331103679,0.07135945281466625,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,AdaBoost,f1,0.7936179375963462,0.06674344919563963,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,Grouped_Mixed_Bagging,acc,0.8319069069069069,0.08945419136436789,"[array([[ 9,  5],
       [ 2, 21]]), array([[11,  3],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 6, 17]]), array([[11,  3],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 2, 21]]), array([[10,  3],
       [ 0, 23]])]"
horse_colic.csv,60,Grouped_Mixed_Bagging,auc,0.8142369405956362,0.08489227551569352,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[11,  3],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 5, 18]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 4, 20]]), array([[11,  2],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,Grouped_Mixed_Bagging,f1,0.8348080462132448,0.07212290798110285,"[array([[10,  4],
       [ 1, 22]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 1, 22]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 0, 23]]), array([[ 8,  6],
       [ 4, 19]]), array([[12,  1],
       [ 2, 22]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 0, 23]])]"
horse_colic.csv,60,Incremental_Mixed_Bagging,acc,0.837012012012012,0.07737262636163313,"[array([[ 9,  5],
       [ 1, 22]]), array([[10,  4],
       [ 1, 22]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 0, 23]]), array([[ 9,  5],
       [ 4, 19]]), array([[12,  1],
       [ 1, 23]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 2, 21]])]"
horse_colic.csv,60,Incremental_Mixed_Bagging,auc,0.8115324892498806,0.08385227984767658,"[array([[ 9,  5],
       [ 2, 21]]), array([[10,  4],
       [ 2, 21]]), array([[11,  3],
       [ 2, 21]]), array([[11,  3],
       [ 4, 19]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[12,  1],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,Incremental_Mixed_Bagging,f1,0.8299501833459786,0.0779674853192259,"[array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  2],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 8,  6],
       [ 5, 18]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 4, 19]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,base,acc,0.7828828828828829,0.0654075838561537,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,base,auc,0.7676112836438923,0.07852769952361013,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,base,f1,0.7812038549211089,0.06755297246984134,"[array([[ 8,  6],
       [ 3, 20]]), array([[10,  4],
       [ 5, 18]]), array([[11,  3],
       [ 4, 19]]), array([[12,  2],
       [ 5, 18]]), array([[10,  4],
       [ 3, 20]]), array([[ 6,  8],
       [ 4, 19]]), array([[12,  1],
       [ 4, 20]]), array([[ 8,  5],
       [ 7, 17]]), array([[11,  2],
       [ 4, 19]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,60,wagging,acc,0.8235735735735735,0.08995373954896163,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,wagging,auc,0.8043219461697723,0.09237289063737497,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,60,wagging,f1,0.8218821826486924,0.08790575918521733,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[12,  2],
       [ 4, 19]]), array([[11,  3],
       [ 3, 20]]), array([[10,  4],
       [ 1, 22]]), array([[ 9,  5],
       [ 2, 21]]), array([[12,  1],
       [ 1, 23]]), array([[ 7,  6],
       [ 9, 15]]), array([[11,  2],
       [ 3, 20]]), array([[ 9,  4],
       [ 1, 22]])]"
horse_colic.csv,70,AdaBoost,acc,0.7960960960960961,0.06709992770634028,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,70,AdaBoost,auc,0.7752299331103679,0.07135945281466625,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,70,AdaBoost,f1,0.7936179375963462,0.06674344919563963,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 4, 19]]), array([[11,  3],
       [ 2, 21]]), array([[10,  4],
       [ 3, 20]]), array([[10,  4],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[12,  1],
       [ 3, 21]]), array([[ 8,  5],
       [ 6, 18]]), array([[10,  3],
       [ 7, 16]]), array([[ 8,  5],
       [ 1, 22]])]"
horse_colic.csv,70,Grouped_Mixed_Bagging,acc,0.8319069069069069,0.08945419136436789,"[array([[ 9,  5],
       [ 2, 21]]), array([[11,  3],
       [ 3, 20]]), array([[12,  2],
       [ 3, 20]]), array([[11,  3],
       [ 6, 17]]), array([[11,  3],
       [ 2, 21]]), array([[ 7,  7],
       [ 4, 19]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 5, 19]]), array([[11,  2],
       [ 2, 21]]), array([[10,  3],
       [ 0, 23]])]"
horse_colic.csv,70,Grouped_Mixed_Bagging,auc,0.8142369405956362,0.08489227551569352,"[array([[ 8,  6],
       [ 1, 22]]), array([[10,  4],
       [ 3, 20]]), array([[11,  3],
       [ 3, 20]]), array([[11,  3],
       [ 4, 19]]), array([[11,  3],
       [ 1, 22]]), array([[ 9,  5],
       [ 5, 18]]), array([[13,  0],
       [ 1, 23]]), array([[ 7,  6],
       [ 4, 20]]), array([[11,  2],
       [ 2, 21]]), array([[ 9,  4],
       [ 1, 22]])]"
